java.util.ArrayList,-1,-107,121,-87,-1,-1,-1,-1,-1,-86,-29,-87,-1,-85,-65,-1,-1,-1,-1,-93,-82,-16,-1,-1,-88,-1,-1,-1,-1,-87,-88,-1,-1,-1,-88,-1,-1,-1,-1,-84,-84,-1,-1,-1,-88,-1,-1,-1,-1,-85,-84,-1,-1,-1,-90,-1,-1,-1,-1,-90,-88,-1,-1,-1,-102,-1,-1,-1,-1,-90,-83,-1,-1,-1,-93,-19,-1,-1,-1,-95,-1,-1,-1,-1,-14,-124,-2,-1,-58,-87,-1,-1,-1,-1,-1,-34,125,122,-110,-4,49,54,54,57,55,48,53,55,51,49,50,51,55,,
-1,-1,-90,119,-71,-1,-1,-1,-1,-35,-1,-61,-69,-1,-101,-2,-1,-1,-1,-82,-1,-112,-1,-1,-77,-9,-1,-1,-1,-82,-32,-59,-1,-1,-63,-24,-1,-1,-1,-82,-84,-7,-1,-1,-41,-41,-1,-1,-1,-88,-84,-1,-1,-1,-41,-41,-1,-1,-1,-94,-89,-1,-1,-1,-42,-43,-1,-1,-22,-67,-87,-1,-1,-1,-16,-101,-1,-1,-93,-13,-19,-1,-1,-1,-1,-84,-93,-69,-93,-1,-1,-1,-1,-1,-1,-1,-54,-83,-3,-1,49,54,54,57,55,48,53,55,51,49,50,51,55,,
-1,-3,-60,-65,-5,-1,-1,-1,-1,-78,-1,-101,-80,-79,-83,-1,-1,-1,-1,-87,-28,-69,-1,-1,-98,-5,-1,-1,-1,-82,-87,-5,-1,-1,-32,-51,-1,-1,-1,-81,-83,-1,-1,-1,-8,-75,-1,-1,-1,-81,-83,-1,-1,-1,-1,-81,-1,-1,-1,-78,-77,-1,-1,-1,-1,-88,-1,-1,-1,-77,-80,-1,-1,-1,-1,-98,-5,-1,-1,-82,-82,-1,-1,-1,-1,-21,-88,-1,-30,-76,-69,-1,-1,-1,-1,-1,-81,118,124,-2,49,54,54,57,55,48,53,55,51,49,50,51,55,,
-1,-1,-66,-92,-2,-1,-1,-1,-1,-79,-1,-62,-64,-33,-69,-1,-1,-1,-1,-72,-2,-94,-1,-1,-75,-1,-1,-1,-1,-73,-69,-27,-1,-1,-72,-1,-1,-1,-1,-73,-83,-1,-1,-1,-73,-1,-1,-1,-1,-74,-76,-1,-1,-1,-71,-1,-1,-1,-1,-78,-76,-1,-1,-1,-73,-1,-1,-1,-1,-84,-77,-1,-1,-1,-72,-1,-1,-1,-57,-47,-32,-1,-1,-1,-115,-27,-1,-56,-85,-1,-1,-1,-1,-1,-4,-97,-114,-62,-1,-1,49,54,54,57,55,48,53,55,51,49,50,51,55,,
-3,-105,-117,-5,-1,-1,-1,-1,-68,-18,-72,-56,-43,-110,-1,-1,-1,-1,-29,-65,-100,-1,-1,-95,-16,-1,-1,-1,-1,-84,-90,-1,-1,-13,-81,-1,-1,-1,-1,-80,-83,-1,-1,-1,-94,-1,-1,-1,-1,-81,-83,-1,-1,-1,-89,-12,-1,-1,-1,-82,-83,-1,-1,-1,-14,-90,-1,-1,-1,-84,-93,-1,-1,-1,-1,-110,-5,-1,-11,-72,-53,-1,-1,-1,-1,-35,-106,-2,-88,-21,-1,-1,-1,-1,-1,-1,-63,103,-123,-1,49,54,54,57,55,48,53,55,51,49,50,51,56,,
-1,-1,-1,-1,-1,-1,-1,-50,-55,-1,-1,-2,-19,-13,-1,-1,-1,-2,-89,-1,-22,119,-106,-116,-59,-1,-1,-1,-85,-2,-94,-3,-1,-1,-110,-3,-1,-1,-39,-46,-84,-1,-1,-1,-31,-63,-1,-1,-2,-84,-91,-1,-1,-1,-1,-87,-1,-1,-1,-86,-93,-1,-1,-1,-1,-91,-1,-1,-1,-84,-45,-1,-1,-1,-1,-73,-57,-1,-1,-91,-1,-1,-1,-1,-1,-1,-84,-107,-88,-97,-1,-1,-1,-1,-1,-1,-1,-20,-38,-5,49,54,54,57,55,48,53,55,51,49,50,51,56,,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-72,-1,-21,-25,-1,-1,-1,-1,-1,-1,-70,-53,-69,-57,-88,-6,-1,-1,-1,-1,-67,-72,-1,-1,-8,-91,-2,-1,-1,-1,-69,-70,-1,-1,-1,-19,-62,-1,-1,-1,-69,-67,-1,-1,-1,-1,-76,-4,-1,-1,-67,-69,-1,-1,-1,-1,-20,-56,-1,-1,-68,-71,-1,-1,-1,-1,-1,-84,-12,-13,-57,-75,-7,-1,-1,-1,-1,-4,-78,-104,-12,-8,-35,-1,-1,-1,-1,-1,-1,-1,-1,49,54,54,57,55,48,53,55,51,49,50,51,56,,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-84,-28,-110,-97,-106,-6,-1,-1,-1,-1,-84,-99,-4,-1,-14,-89,-1,-1,-1,-1,-85,-91,-1,-1,-1,-89,-1,-1,-1,-1,-84,-89,-1,-1,-1,-45,-44,-1,-1,-1,-85,-91,-1,-1,-1,-2,-85,-1,-1,-1,-86,-27,-1,-1,-1,-1,-89,-1,-1,-9,-84,-1,-1,-1,-1,-1,-55,-94,-96,-114,-19,49,54,54,57,57,54,57,56,49,54,56,50,50,,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-95,-1,-1,-6,-9,-1,-1,-1,-1,-1,-95,-1,-40,-105,-88,-89,-1,-1,-1,-1,-95,-13,-103,-1,-1,-69,-39,-1,-1,-1,-92,-101,-8,-1,-1,-31,-75,-1,-1,-1,-95,-99,-1,-1,-1,-6,-99,-1,-1,-1,-96,-98,-1,-1,-1,-1,-110,-1,-1,-54,-51,-109,-1,-1,-1,-1,-63,-103,-84,-106,-1,-58,-1,-1,-1,-1,-1,-2,-15,-2,-1,49,54,54,57,57,54,57,56,49,54,56,50,51,,
-8,86,99,95,127,-1,-1,-1,-1,-106,-97,-66,-1,-1,-97,-70,-1,-1,-1,105,113,-1,-1,-1,-26,-125,-1,-1,-1,107,118,-1,-1,-1,-1,113,-1,-1,-1,108,119,-1,-1,-1,-1,114,-1,-1,-1,98,116,-1,-1,-1,-14,117,-1,-1,-33,125,106,-2,-1,-1,-24,-126,-1,-1,-76,-63,-103,-8,-1,-1,-23,-125,-1,-1,118,-20,-1,-1,-1,-1,-26,108,-4,-34,110,-1,-1,-1,-1,-1,-4,-121,93,107,-13,-1,49,54,54,57,57,54,57,56,49,54,56,50,53,,
-1,-1,-1,-1,-1,-1,-1,-1,-51,-36,-3,-99,-87,-97,-12,-1,-1,-1,-1,-84,-52,-29,-1,-4,-91,-1,-1,-1,-1,-74,-74,-1,-1,-1,-73,-2,-1,-1,-1,-74,-73,-1,-1,-1,-57,-16,-1,-1,-1,-75,-73,-1,-1,-1,-41,-31,-1,-1,-1,-75,-73,-1,-1,-1,-36,-36,-1,-1,-1,-79,-83,-1,-1,-1,-38,-37,-1,-1,-40,-43,-17,-1,-1,-1,-13,-101,-2,-19,-88,-1,-1,-1,-1,-1,-1,-25,-90,-82,-2,-1,49,54,55,48,51,49,50,49,55,51,53,49,48,,
